condition,algorithm,snr_db,sample_id,error_m,est_x_m,est_y_m
5000Hz_3,CBF,-15,bubble 17 5000Hz .wav,0.917087,0.027778,3.916667
5000Hz_3,MVDR,-15,bubble 17 5000Hz .wav,2.502468,0.111111,0.500000
5000Hz_3,MUSIC,-15,bubble 17 5000Hz .wav,1.362244,-1.055556,2.138889
5000Hz_3,MUSIC_CSDM,-15,bubble 17 5000Hz .wav,2.502468,0.111111,0.500000
5000Hz_3,CBF,-20,bubble 17 5000Hz .wav,1.826798,1.277778,4.305556
5000Hz_3,MVDR,-20,bubble 17 5000Hz .wav,1.100645,0.194444,1.916667
5000Hz_3,MUSIC,-20,bubble 17 5000Hz .wav,2.281501,1.527778,1.305556
5000Hz_3,MUSIC_CSDM,-20,bubble 17 5000Hz .wav,1.100645,0.194444,1.916667
5000Hz_3,CBF,clean,bubble 18 5000Hz .wav,0.638889,0.000000,3.638889
5000Hz_3,MVDR,clean,bubble 18 5000Hz .wav,0.194444,0.000000,2.805556
5000Hz_3,MUSIC,clean,bubble 18 5000Hz .wav,0.950146,-0.750000,2.416667
5000Hz_3,MUSIC_CSDM,clean,bubble 18 5000Hz .wav,0.528508,0.027778,2.472222
5000Hz_3,CBF,20,bubble 18 5000Hz .wav,0.638889,0.000000,3.638889
5000Hz_3,MVDR,20,bubble 18 5000Hz .wav,0.194444,0.000000,2.805556
5000Hz_3,MUSIC,20,bubble 18 5000Hz .wav,1.722446,0.027778,1.277778
5000Hz_3,MUSIC_CSDM,20,bubble 18 5000Hz .wav,2.030820,1.555556,1.694444
5000Hz_3,CBF,15,bubble 18 5000Hz .wav,0.638889,0.000000,3.638889
5000Hz_3,MVDR,15,bubble 18 5000Hz .wav,0.196419,0.027778,2.805556
5000Hz_3,MUSIC,15,bubble 18 5000Hz .wav,2.378206,-0.583333,0.694444
5000Hz_3,MUSIC_CSDM,15,bubble 18 5000Hz .wav,2.114033,-0.111111,0.888889
5000Hz_3,CBF,10,bubble 18 5000Hz .wav,0.638889,0.000000,3.638889
5000Hz_3,MVDR,10,bubble 18 5000Hz .wav,2.923141,-0.194444,0.083333
5000Hz_3,MUSIC,10,bubble 18 5000Hz .wav,1.683480,1.333333,1.972222
5000Hz_3,MUSIC_CSDM,10,bubble 18 5000Hz .wav,1.356853,-0.527778,1.750000
5000Hz_3,CBF,5,bubble 18 5000Hz .wav,2.941823,0.555556,0.111111
5000Hz_3,MVDR,5,bubble 18 5000Hz .wav,2.484831,0.250000,0.527778
5000Hz_3,MUSIC,5,bubble 18 5000Hz .wav,3.033379,2.833333,4.083333
5000Hz_3,MUSIC_CSDM,5,bubble 18 5000Hz .wav,0.733880,-0.638889,2.638889
5000Hz_3,CBF,0,bubble 18 5000Hz .wav,0.638889,0.000000,3.638889
5000Hz_3,MVDR,0,bubble 18 5000Hz .wav,0.055556,0.000000,2.944444
5000Hz_3,MUSIC,0,bubble 18 5000Hz .wav,2.577353,-2.222222,1.694444
5000Hz_3,MUSIC_CSDM,0,bubble 18 5000Hz .wav,2.555707,-0.027778,0.444444
5000Hz_3,CBF,-5,bubble 18 5000Hz .wav,2.027778,0.000000,0.972222
5000Hz_3,MVDR,-5,bubble 18 5000Hz .wav,2.553441,2.361111,2.027778
5000Hz_3,MUSIC,-5,bubble 18 5000Hz .wav,2.639035,-0.027778,0.361111
5000Hz_3,MUSIC_CSDM,-5,bubble 18 5000Hz .wav,2.553441,2.361111,2.027778
5000Hz_3,CBF,-10,bubble 18 5000Hz .wav,1.805769,-1.805556,2.972222
5000Hz_3,MVDR,-10,bubble 18 5000Hz .wav,2.014799,-1.944444,3.527778
5000Hz_3,MUSIC,-10,bubble 18 5000Hz .wav,2.699022,-0.416667,0.333333
5000Hz_3,MUSIC_CSDM,-10,bubble 18 5000Hz .wav,2.014799,-1.944444,3.527778
5000Hz_3,CBF,-15,bubble 18 5000Hz .wav,2.934732,-0.861111,0.194444
5000Hz_3,MVDR,-15,bubble 18 5000Hz .wav,2.839998,0.194444,0.166667
5000Hz_3,MUSIC,-15,bubble 18 5000Hz .wav,1.978277,1.222222,1.444444
5000Hz_3,MUSIC_CSDM,-15,bubble 18 5000Hz .wav,2.839998,0.194444,0.166667
5000Hz_3,CBF,-20,bubble 18 5000Hz .wav,2.539351,-2.194444,1.722222
5000Hz_3,MVDR,-20,bubble 18 5000Hz .wav,2.707015,1.694444,0.888889
5000Hz_3,MUSIC,-20,bubble 18 5000Hz .wav,0.111111,0.000000,2.888889
5000Hz_3,MUSIC_CSDM,-20,bubble 18 5000Hz .wav,2.707015,1.694444,0.888889
5000Hz_3,CBF,clean,bubble 19 5000Hz .wav,0.638889,0.000000,3.638889
5000Hz_3,MVDR,clean,bubble 19 5000Hz .wav,0.194444,0.000000,2.805556
5000Hz_3,MUSIC,clean,bubble 19 5000Hz .wav,2.648229,0.222222,0.361111
5000Hz_3,MUSIC_CSDM,clean,bubble 19 5000Hz .wav,0.500771,0.027778,2.500000
5000Hz_3,CBF,20,bubble 19 5000Hz .wav,0.638889,0.000000,3.638889
5000Hz_3,MVDR,20,bubble 19 5000Hz .wav,0.194444,0.000000,2.805556
5000Hz_3,MUSIC,20,bubble 19 5000Hz .wav,1.374930,0.194444,1.638889
5000Hz_3,MUSIC_CSDM,20,bubble 19 5000Hz .wav,1.924902,1.361111,1.638889
5000Hz_3,CBF,15,bubble 19 5000Hz .wav,0.638889,0.000000,3.638889
5000Hz_3,MVDR,15,bubble 19 5000Hz .wav,0.168966,0.027778,2.833333
5000Hz_3,MUSIC,15,bubble 19 5000Hz .wav,3.106271,-1.444444,0.250000
5000Hz_3,MUSIC_CSDM,15,bubble 19 5000Hz .wav,1.519675,-0.777778,1.694444
5000Hz_3,CBF,10,bubble 19 5000Hz .wav,0.611111,0.000000,3.611111
5000Hz_3,MVDR,10,bubble 19 5000Hz .wav,0.194444,0.000000,2.805556
5000Hz_3,MUSIC,10,bubble 19 5000Hz .wav,3.501763,2.611111,0.666667
5000Hz_3,MUSIC_CSDM,10,bubble 19 5000Hz .wav,1.661334,-0.583333,1.444444
5000Hz_3,CBF,5,bubble 19 5000Hz .wav,2.941823,0.555556,0.111111
5000Hz_3,MVDR,5,bubble 19 5000Hz .wav,1.379971,1.055556,2.111111
5000Hz_3,MUSIC,5,bubble 19 5000Hz .wav,2.887286,1.444444,0.500000
5000Hz_3,MUSIC_CSDM,5,bubble 19 5000Hz .wav,1.398026,1.055556,2.083333
5000Hz_3,CBF,0,bubble 19 5000Hz .wav,0.583333,0.000000,3.583333
5000Hz_3,MVDR,0,bubble 19 5000Hz .wav,0.114531,0.027778,2.888889
5000Hz_3,MUSIC,0,bubble 19 5000Hz .wav,2.152554,-0.722222,0.972222
5000Hz_3,MUSIC_CSDM,0,bubble 19 5000Hz .wav,0.141639,0.027778,2.861111
5000Hz_3,CBF,-5,bubble 19 5000Hz .wav,2.914549,1.111111,0.305556
5000Hz_3,MVDR,-5,bubble 19 5000Hz .wav,0.917087,0.027778,2.083333
5000Hz_3,MUSIC,-5,bubble 19 5000Hz .wav,2.050482,-1.194444,1.333333
5000Hz_3,MUSIC_CSDM,-5,bubble 19 5000Hz .wav,0.917087,0.027778,2.083333
5000Hz_3,CBF,-10,bubble 19 5000Hz .wav,2.381286,-0.694444,0.722222
5000Hz_3,MVDR,-10,bubble 19 5000Hz .wav,1.530805,-0.305556,1.500000
5000Hz_3,MUSIC,-10,bubble 19 5000Hz .wav,1.765583,1.722222,3.388889
5000Hz_3,MUSIC_CSDM,-10,bubble 19 5000Hz .wav,1.530805,-0.305556,1.500000
5000Hz_3,CBF,-15,bubble 19 5000Hz .wav,1.171946,0.111111,1.833333
5000Hz_3,MVDR,-15,bubble 19 5000Hz .wav,2.243819,0.833333,0.916667
5000Hz_3,MUSIC,-15,bubble 19 5000Hz .wav,2.790665,1.055556,0.416667
5000Hz_3,MUSIC_CSDM,-15,bubble 19 5000Hz .wav,2.243819,0.833333,0.916667
5000Hz_3,CBF,-20,bubble 19 5000Hz .wav,0.325131,-0.111111,3.305556
5000Hz_3,MVDR,-20,bubble 19 5000Hz .wav,1.537846,0.527778,1.555556
5000Hz_3,MUSIC,-20,bubble 19 5000Hz .wav,3.012833,-0.277778,6.000000
5000Hz_3,MUSIC_CSDM,-20,bubble 19 5000Hz .wav,1.537846,0.527778,1.555556
5000Hz_3,CBF,clean,bubble 20 5000Hz .wav,0.638889,0.000000,3.638889
5000Hz_3,MVDR,clean,bubble 20 5000Hz .wav,0.194444,0.000000,2.805556
5000Hz_3,MUSIC,clean,bubble 20 5000Hz .wav,0.248452,0.222222,3.111111
5000Hz_3,MUSIC_CSDM,clean,bubble 20 5000Hz .wav,0.473039,0.027778,2.527778
5000Hz_3,CBF,20,bubble 20 5000Hz .wav,0.638889,0.000000,3.638889
5000Hz_3,MVDR,20,bubble 20 5000Hz .wav,0.194444,0.000000,2.805556
5000Hz_3,MUSIC,20,bubble 20 5000Hz .wav,2.416826,0.027778,5.416667
5000Hz_3,MUSIC_CSDM,20,bubble 20 5000Hz .wav,2.534484,1.833333,1.250000
5000Hz_3,CBF,15,bubble 20 5000Hz .wav,0.611111,0.000000,3.611111
5000Hz_3,MVDR,15,bubble 20 5000Hz .wav,0.194444,0.000000,2.805556
5000Hz_3,MUSIC,15,bubble 20 5000Hz .wav,2.198835,2.194444,2.861111
5000Hz_3,MUSIC_CSDM,15,bubble 20 5000Hz .wav,1.798919,1.750000,2.583333
5000Hz_3,CBF,10,bubble 20 5000Hz .wav,0.638889,0.000000,3.638889
5000Hz_3,MVDR,10,bubble 20 5000Hz .wav,0.100154,0.055556,2.916667
5000Hz_3,MUSIC,10,bubble 20 5000Hz .wav,2.460804,2.166667,4.166667
5000Hz_3,MUSIC_CSDM,10,bubble 20 5000Hz .wav,1.840894,-0.166667,1.166667
5000Hz_3,CBF,5,bubble 20 5000Hz .wav,0.611111,0.000000,3.611111
5000Hz_3,MVDR,5,bubble 20 5000Hz .wav,0.000000,0.000000,3.000000
5000Hz_3,MUSIC,5,bubble 20 5000Hz .wav,1.365639,-0.111111,1.638889
5000Hz_3,MUSIC_CSDM,5,bubble 20 5000Hz .wav,2.005009,-0.361111,1.027778
5000Hz_3,CBF,0,bubble 20 5000Hz .wav,2.914549,0.555556,0.138889
5000Hz_3,MVDR,0,bubble 20 5000Hz .wav,3.025866,2.194444,5.083333
5000Hz_3,MUSIC,0,bubble 20 5000Hz .wav,1.564459,-0.444444,1.500000
5000Hz_3,MUSIC_CSDM,0,bubble 20 5000Hz .wav,3.025866,2.194444,5.083333
5000Hz_3,CBF,-5,bubble 20 5000Hz .wav,3.023698,0.555556,0.027778
5000Hz_3,MVDR,-5,bubble 20 5000Hz .wav,2.837687,1.111111,0.388889
5000Hz_3,MUSIC,-5,bubble 20 5000Hz .wav,1.645467,-0.611111,1.472222
5000Hz_3,MUSIC_CSDM,-5,bubble 20 5000Hz .wav,2.837687,1.111111,0.388889
5000Hz_3,CBF,-10,bubble 20 5000Hz .wav,1.889093,0.027778,1.111111
5000Hz_3,MVDR,-10,bubble 20 5000Hz .wav,1.119758,1.027778,2.555556
5000Hz_3,MUSIC,-10,bubble 20 5000Hz .wav,3.106271,1.916667,5.444444
5000Hz_3,MUSIC_CSDM,-10,bubble 20 5000Hz .wav,1.119758,1.027778,2.555556
5000Hz_3,CBF,-15,bubble 20 5000Hz .wav,2.652305,-1.916667,1.166667
5000Hz_3,MVDR,-15,bubble 20 5000Hz .wav,0.683243,-0.305556,3.611111
5000Hz_3,MUSIC,-15,bubble 20 5000Hz .wav,2.740866,-0.833333,0.388889
5000Hz_3,MUSIC_CSDM,-15,bubble 20 5000Hz .wav,0.683243,-0.305556,3.611111
5000Hz_3,CBF,-20,bubble 20 5000Hz .wav,1.694672,-0.027778,1.305556
5000Hz_3,MVDR,-20,bubble 20 5000Hz .wav,2.834559,0.083333,0.166667
5000Hz_3,MUSIC,-20,bubble 20 5000Hz .wav,2.259582,0.805556,0.888889
5000Hz_3,MUSIC_CSDM,-20,bubble 20 5000Hz .wav,2.834559,0.083333,0.166667
3000Hz_2,CBF,clean,bubble 01 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,clean,bubble 01 3000Hz .wav,0.290009,-0.083333,1.722222
3000Hz_2,MUSIC,clean,bubble 01 3000Hz .wav,0.722756,-0.027778,1.277778
3000Hz_2,MUSIC_CSDM,clean,bubble 01 3000Hz .wav,0.473039,-0.027778,2.472222
3000Hz_2,CBF,20,bubble 01 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,20,bubble 01 3000Hz .wav,0.290009,-0.083333,1.722222
3000Hz_2,MUSIC,20,bubble 01 3000Hz .wav,3.100428,1.194444,4.861111
3000Hz_2,MUSIC_CSDM,20,bubble 01 3000Hz .wav,1.531813,-0.111111,0.472222
3000Hz_2,CBF,15,bubble 01 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,15,bubble 01 3000Hz .wav,0.290009,-0.083333,1.722222
3000Hz_2,MUSIC,15,bubble 01 3000Hz .wav,0.083333,-0.083333,2.000000
3000Hz_2,MUSIC_CSDM,15,bubble 01 3000Hz .wav,1.882751,1.750000,1.305556
3000Hz_2,CBF,10,bubble 01 3000Hz .wav,0.055556,0.000000,1.944444
3000Hz_2,MVDR,10,bubble 01 3000Hz .wav,0.316715,-0.083333,1.694444
3000Hz_2,MUSIC,10,bubble 01 3000Hz .wav,1.424001,1.333333,1.500000
3000Hz_2,MUSIC_CSDM,10,bubble 01 3000Hz .wav,1.441503,-0.611111,0.694444
3000Hz_2,CBF,5,bubble 01 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,5,bubble 01 3000Hz .wav,0.316715,-0.083333,1.694444
3000Hz_2,MUSIC,5,bubble 01 3000Hz .wav,0.857519,-0.361111,1.222222
3000Hz_2,MUSIC_CSDM,5,bubble 01 3000Hz .wav,0.229061,-0.055556,1.777778
3000Hz_2,CBF,0,bubble 01 3000Hz .wav,0.111111,0.000000,1.888889
3000Hz_2,MVDR,0,bubble 01 3000Hz .wav,0.316715,-0.083333,1.694444
3000Hz_2,MUSIC,0,bubble 01 3000Hz .wav,2.299020,-2.083333,1.027778
3000Hz_2,MUSIC_CSDM,0,bubble 01 3000Hz .wav,3.115572,-2.388889,0.000000
3000Hz_2,CBF,-5,bubble 01 3000Hz .wav,1.159036,-0.833333,1.194444
3000Hz_2,MVDR,-5,bubble 01 3000Hz .wav,0.306816,-0.027778,2.305556
3000Hz_2,MUSIC,-5,bubble 01 3000Hz .wav,1.401333,1.083333,2.888889
3000Hz_2,MUSIC_CSDM,-5,bubble 01 3000Hz .wav,0.334489,-0.027778,2.333333
3000Hz_2,CBF,-10,bubble 01 3000Hz .wav,2.571508,-2.527778,1.527778
3000Hz_2,MVDR,-10,bubble 01 3000Hz .wav,2.618341,-1.972222,3.722222
3000Hz_2,MUSIC,-10,bubble 01 3000Hz .wav,1.148335,0.611111,1.027778
3000Hz_2,MUSIC_CSDM,-10,bubble 01 3000Hz .wav,2.490104,-1.944444,3.555556
3000Hz_2,CBF,-15,bubble 01 3000Hz .wav,1.223484,0.055556,0.777778
3000Hz_2,MVDR,-15,bubble 01 3000Hz .wav,1.024770,-0.861111,1.444444
3000Hz_2,MUSIC,-15,bubble 01 3000Hz .wav,1.178839,-0.972222,1.333333
3000Hz_2,MUSIC_CSDM,-15,bubble 01 3000Hz .wav,1.024770,-0.861111,1.444444
3000Hz_2,CBF,-20,bubble 01 3000Hz .wav,1.112499,-1.111111,1.944444
3000Hz_2,MVDR,-20,bubble 01 3000Hz .wav,2.476121,2.472222,2.138889
3000Hz_2,MUSIC,-20,bubble 01 3000Hz .wav,0.975392,0.333333,1.083333
3000Hz_2,MUSIC_CSDM,-20,bubble 01 3000Hz .wav,1.890726,0.333333,0.138889
3000Hz_2,CBF,clean,bubble 02 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,clean,bubble 02 3000Hz .wav,0.316715,-0.083333,1.694444
3000Hz_2,MUSIC,clean,bubble 02 3000Hz .wav,0.835183,-0.055556,1.166667
3000Hz_2,MUSIC_CSDM,clean,bubble 02 3000Hz .wav,4.000386,-0.055556,6.000000
3000Hz_2,CBF,20,bubble 02 3000Hz .wav,0.055556,0.000000,1.944444
3000Hz_2,MVDR,20,bubble 02 3000Hz .wav,0.290009,-0.083333,1.722222
3000Hz_2,MUSIC,20,bubble 02 3000Hz .wav,0.458123,-0.111111,2.444444
3000Hz_2,MUSIC_CSDM,20,bubble 02 3000Hz .wav,0.263523,-0.083333,2.250000
3000Hz_2,CBF,15,bubble 02 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,15,bubble 02 3000Hz .wav,0.316715,-0.083333,1.694444
3000Hz_2,MUSIC,15,bubble 02 3000Hz .wav,1.250309,-0.027778,0.750000
3000Hz_2,MUSIC_CSDM,15,bubble 02 3000Hz .wav,0.397717,-0.083333,1.611111
3000Hz_2,CBF,10,bubble 02 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,10,bubble 02 3000Hz .wav,0.290009,-0.083333,1.722222
3000Hz_2,MUSIC,10,bubble 02 3000Hz .wav,1.501028,0.055556,0.500000
3000Hz_2,MUSIC_CSDM,10,bubble 02 3000Hz .wav,0.229061,-0.055556,1.777778
3000Hz_2,CBF,5,bubble 02 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,5,bubble 02 3000Hz .wav,0.290009,-0.083333,1.722222
3000Hz_2,MUSIC,5,bubble 02 3000Hz .wav,2.156135,2.000000,1.194444
3000Hz_2,MUSIC_CSDM,5,bubble 02 3000Hz .wav,0.111111,-0.111111,2.000000
3000Hz_2,CBF,0,bubble 02 3000Hz .wav,2.114033,-2.111111,2.111111
3000Hz_2,MVDR,0,bubble 02 3000Hz .wav,0.310565,-0.055556,1.694444
3000Hz_2,MUSIC,0,bubble 02 3000Hz .wav,0.609214,-0.416667,1.555556
3000Hz_2,MUSIC_CSDM,0,bubble 02 3000Hz .wav,1.921692,-1.916667,1.861111
3000Hz_2,CBF,-5,bubble 02 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,-5,bubble 02 3000Hz .wav,1.394987,1.138889,1.194444
3000Hz_2,MUSIC,-5,bubble 02 3000Hz .wav,2.126044,-2.027778,1.361111
3000Hz_2,MUSIC_CSDM,-5,bubble 02 3000Hz .wav,0.896667,0.250000,1.138889
3000Hz_2,CBF,-10,bubble 02 3000Hz .wav,1.230402,-1.083333,1.416667
3000Hz_2,MVDR,-10,bubble 02 3000Hz .wav,1.765583,-0.388889,0.277778
3000Hz_2,MUSIC,-10,bubble 02 3000Hz .wav,1.061387,0.777778,2.722222
3000Hz_2,MUSIC_CSDM,-10,bubble 02 3000Hz .wav,1.765583,-0.388889,0.277778
3000Hz_2,CBF,-15,bubble 02 3000Hz .wav,1.336224,0.472222,0.750000
3000Hz_2,MVDR,-15,bubble 02 3000Hz .wav,2.261459,-1.055556,0.000000
3000Hz_2,MUSIC,-15,bubble 02 3000Hz .wav,0.444444,0.000000,1.555556
3000Hz_2,MUSIC_CSDM,-15,bubble 02 3000Hz .wav,2.261459,-1.055556,0.000000
3000Hz_2,CBF,-20,bubble 02 3000Hz .wav,2.088512,-2.027778,2.500000
3000Hz_2,MVDR,-20,bubble 02 3000Hz .wav,0.397717,-0.166667,1.638889
3000Hz_2,MUSIC,-20,bubble 02 3000Hz .wav,0.913716,-0.861111,1.694444
3000Hz_2,MUSIC_CSDM,-20,bubble 02 3000Hz .wav,0.397717,-0.166667,1.638889
3000Hz_2,CBF,clean,bubble 03 3000Hz .wav,0.055556,0.000000,1.944444
3000Hz_2,MVDR,clean,bubble 03 3000Hz .wav,0.316715,-0.083333,1.694444
3000Hz_2,MUSIC,clean,bubble 03 3000Hz .wav,4.003471,-0.166667,6.000000
3000Hz_2,MUSIC_CSDM,clean,bubble 03 3000Hz .wav,4.000386,-0.055556,6.000000
3000Hz_2,CBF,20,bubble 03 3000Hz .wav,0.055556,0.000000,1.944444
3000Hz_2,MVDR,20,bubble 03 3000Hz .wav,0.316715,-0.083333,1.694444
3000Hz_2,MUSIC,20,bubble 03 3000Hz .wav,1.681646,0.638889,0.444444
3000Hz_2,MUSIC_CSDM,20,bubble 03 3000Hz .wav,0.585973,-0.055556,2.583333
3000Hz_2,CBF,15,bubble 03 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,15,bubble 03 3000Hz .wav,0.290009,-0.083333,1.722222
3000Hz_2,MUSIC,15,bubble 03 3000Hz .wav,1.911628,-1.555556,0.888889
3000Hz_2,MUSIC_CSDM,15,bubble 03 3000Hz .wav,2.717683,-2.055556,3.777778
3000Hz_2,CBF,10,bubble 03 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,10,bubble 03 3000Hz .wav,0.343592,-0.083333,1.666667
3000Hz_2,MUSIC,10,bubble 03 3000Hz .wav,1.327824,-1.055556,1.194444
3000Hz_2,MUSIC_CSDM,10,bubble 03 3000Hz .wav,2.144473,-2.055556,2.611111
3000Hz_2,CBF,5,bubble 03 3000Hz .wav,0.083333,0.000000,1.916667
3000Hz_2,MVDR,5,bubble 03 3000Hz .wav,0.343592,-0.083333,1.666667
3000Hz_2,MUSIC,5,bubble 03 3000Hz .wav,0.909908,-0.777778,2.472222
3000Hz_2,MUSIC_CSDM,5,bubble 03 3000Hz .wav,1.044164,0.916667,2.500000
3000Hz_2,CBF,0,bubble 03 3000Hz .wav,0.062113,0.027778,1.944444
3000Hz_2,MVDR,0,bubble 03 3000Hz .wav,0.223952,-0.111111,1.805556
3000Hz_2,MUSIC,0,bubble 03 3000Hz .wav,1.854466,-0.527778,0.222222
3000Hz_2,MUSIC_CSDM,0,bubble 03 3000Hz .wav,1.805556,0.694444,0.333333
3000Hz_2,CBF,-5,bubble 03 3000Hz .wav,0.039284,-0.027778,2.027778
3000Hz_2,MVDR,-5,bubble 03 3000Hz .wav,0.475479,-0.055556,1.527778
3000Hz_2,MUSIC,-5,bubble 03 3000Hz .wav,1.796129,1.138889,0.611111
3000Hz_2,MUSIC_CSDM,-5,bubble 03 3000Hz .wav,0.503077,-0.055556,1.500000
3000Hz_2,CBF,-10,bubble 03 3000Hz .wav,1.089016,0.861111,2.666667
3000Hz_2,MVDR,-10,bubble 03 3000Hz .wav,1.590869,-0.333333,0.444444
3000Hz_2,MUSIC,-10,bubble 03 3000Hz .wav,2.213873,-2.111111,1.333333
3000Hz_2,MUSIC_CSDM,-10,bubble 03 3000Hz .wav,1.590869,-0.333333,0.444444
3000Hz_2,CBF,-15,bubble 03 3000Hz .wav,2.211781,-0.944444,0.000000
3000Hz_2,MVDR,-15,bubble 03 3000Hz .wav,0.913716,0.305556,1.138889
3000Hz_2,MUSIC,-15,bubble 03 3000Hz .wav,1.518660,-0.972222,3.166667
3000Hz_2,MUSIC_CSDM,-15,bubble 03 3000Hz .wav,0.913716,0.305556,1.138889
3000Hz_2,CBF,-20,bubble 03 3000Hz .wav,1.367897,0.305556,0.666667
3000Hz_2,MVDR,-20,bubble 03 3000Hz .wav,1.666898,0.027778,0.333333
3000Hz_2,MUSIC,-20,bubble 03 3000Hz .wav,4.136931,1.555556,5.833333
3000Hz_2,MUSIC_CSDM,-20,bubble 03 3000Hz .wav,1.666898,0.027778,0.333333
3000Hz_2,CBF,clean,bubble 04 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,clean,bubble 04 3000Hz .wav,0.316715,-0.083333,1.694444
3000Hz_2,MUSIC,clean,bubble 04 3000Hz .wav,1.958087,1.666667,0.972222
3000Hz_2,MUSIC_CSDM,clean,bubble 04 3000Hz .wav,4.000386,-0.055556,6.000000
3000Hz_2,CBF,20,bubble 04 3000Hz .wav,0.055556,0.000000,1.944444
3000Hz_2,MVDR,20,bubble 04 3000Hz .wav,0.316715,-0.083333,1.694444
3000Hz_2,MUSIC,20,bubble 04 3000Hz .wav,1.124914,0.944444,1.388889
3000Hz_2,MUSIC_CSDM,20,bubble 04 3000Hz .wav,1.896228,0.166667,0.111111
3000Hz_2,CBF,15,bubble 04 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,15,bubble 04 3000Hz .wav,0.316715,-0.083333,1.694444
3000Hz_2,MUSIC,15,bubble 04 3000Hz .wav,1.633938,-1.555556,2.500000
3000Hz_2,MUSIC_CSDM,15,bubble 04 3000Hz .wav,2.743398,2.638889,1.250000
3000Hz_2,CBF,10,bubble 04 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,10,bubble 04 3000Hz .wav,0.316715,-0.083333,1.694444
3000Hz_2,MUSIC,10,bubble 04 3000Hz .wav,1.488899,-0.222222,0.527778
3000Hz_2,MUSIC_CSDM,10,bubble 04 3000Hz .wav,1.688971,1.000000,3.361111
3000Hz_2,CBF,5,bubble 04 3000Hz .wav,0.055556,0.000000,1.944444
3000Hz_2,MVDR,5,bubble 04 3000Hz .wav,0.316715,-0.083333,1.694444
3000Hz_2,MUSIC,5,bubble 04 3000Hz .wav,1.791613,-0.222222,0.222222
3000Hz_2,MUSIC_CSDM,5,bubble 04 3000Hz .wav,0.835645,-0.222222,1.194444
3000Hz_2,CBF,0,bubble 04 3000Hz .wav,0.168966,0.027778,1.833333
3000Hz_2,MVDR,0,bubble 04 3000Hz .wav,0.290009,-0.083333,1.722222
3000Hz_2,MUSIC,0,bubble 04 3000Hz .wav,0.611742,0.611111,2.027778
3000Hz_2,MUSIC_CSDM,0,bubble 04 3000Hz .wav,2.467067,-2.444444,1.666667
3000Hz_2,CBF,-5,bubble 04 3000Hz .wav,1.184389,-0.916667,1.250000
3000Hz_2,MVDR,-5,bubble 04 3000Hz .wav,0.290009,-0.083333,1.722222
3000Hz_2,MUSIC,-5,bubble 04 3000Hz .wav,2.247083,-0.333333,4.222222
3000Hz_2,MUSIC_CSDM,-5,bubble 04 3000Hz .wav,0.816969,-0.250000,1.222222
3000Hz_2,CBF,-10,bubble 04 3000Hz .wav,0.820738,-0.333333,1.250000
3000Hz_2,MVDR,-10,bubble 04 3000Hz .wav,1.890726,0.333333,0.138889
3000Hz_2,MUSIC,-10,bubble 04 3000Hz .wav,1.590141,0.527778,0.500000
3000Hz_2,MUSIC_CSDM,-10,bubble 04 3000Hz .wav,1.839426,0.472222,0.222222
3000Hz_2,CBF,-15,bubble 04 3000Hz .wav,1.753524,0.111111,0.250000
3000Hz_2,MVDR,-15,bubble 04 3000Hz .wav,0.686061,-0.250000,1.361111
3000Hz_2,MUSIC,-15,bubble 04 3000Hz .wav,2.357350,2.194444,2.861111
3000Hz_2,MUSIC_CSDM,-15,bubble 04 3000Hz .wav,0.660270,-0.250000,1.388889
3000Hz_2,CBF,-20,bubble 04 3000Hz .wav,1.493298,0.472222,0.583333
3000Hz_2,MVDR,-20,bubble 04 3000Hz .wav,2.722364,-2.194444,3.611111
3000Hz_2,MUSIC,-20,bubble 04 3000Hz .wav,2.515385,-2.500000,1.722222
3000Hz_2,MUSIC_CSDM,-20,bubble 04 3000Hz .wav,2.722364,-2.194444,3.611111
3000Hz_2,CBF,clean,bubble 05 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,clean,bubble 05 3000Hz .wav,0.343592,-0.083333,1.666667
3000Hz_2,MUSIC,clean,bubble 05 3000Hz .wav,3.314996,-0.250000,5.305556
3000Hz_2,MUSIC_CSDM,clean,bubble 05 3000Hz .wav,4.000386,-0.055556,6.000000
3000Hz_2,CBF,20,bubble 05 3000Hz .wav,0.027778,0.000000,1.972222
3000Hz_2,MVDR,20,bubble 05 3000Hz .wav,0.343592,-0.083333,1.666667
