condition,algorithm,snr_db,sample_id,error_m,est_x_m,est_y_m
3000Hz_2,MVDR,5,bubble 19 3000Hz .wav,0.439205,-0.138889,1.583333
3000Hz_2,MUSIC,5,bubble 19 3000Hz .wav,1.711436,1.388889,1.000000
3000Hz_2,MUSIC_CSDM,5,bubble 19 3000Hz .wav,1.674979,1.666667,1.833333
3000Hz_2,CBF,0,bubble 19 3000Hz .wav,1.655984,0.638889,0.472222
3000Hz_2,MVDR,0,bubble 19 3000Hz .wav,0.599640,-0.138889,1.416667
3000Hz_2,MUSIC,0,bubble 19 3000Hz .wav,1.671290,-0.611111,0.444444
3000Hz_2,MUSIC_CSDM,0,bubble 19 3000Hz .wav,1.512550,-0.194444,0.500000
3000Hz_2,CBF,-5,bubble 19 3000Hz .wav,1.764272,0.972222,0.527778
3000Hz_2,MVDR,-5,bubble 19 3000Hz .wav,0.839790,-0.694444,1.527778
3000Hz_2,MUSIC,-5,bubble 19 3000Hz .wav,1.223484,-0.944444,1.222222
3000Hz_2,MUSIC_CSDM,-5,bubble 19 3000Hz .wav,0.839790,-0.694444,1.527778
3000Hz_2,CBF,-10,bubble 19 3000Hz .wav,1.478759,0.138889,0.527778
3000Hz_2,MVDR,-10,bubble 19 3000Hz .wav,2.713137,1.833333,0.000000
3000Hz_2,MUSIC,-10,bubble 19 3000Hz .wav,1.282600,1.277778,1.888889
3000Hz_2,MUSIC_CSDM,-10,bubble 19 3000Hz .wav,2.713137,1.833333,0.000000
3000Hz_2,CBF,-15,bubble 19 3000Hz .wav,2.238999,1.361111,0.222222
3000Hz_2,MVDR,-15,bubble 19 3000Hz .wav,2.011733,-0.611111,0.083333
3000Hz_2,MUSIC,-15,bubble 19 3000Hz .wav,0.729134,-0.694444,1.777778
3000Hz_2,MUSIC_CSDM,-15,bubble 19 3000Hz .wav,2.011733,-0.611111,0.083333
3000Hz_2,CBF,-20,bubble 19 3000Hz .wav,1.343710,1.333333,2.166667
3000Hz_2,MVDR,-20,bubble 19 3000Hz .wav,1.592081,-0.166667,0.416667
3000Hz_2,MUSIC,-20,bubble 19 3000Hz .wav,1.294874,-1.194444,1.500000
3000Hz_2,MUSIC_CSDM,-20,bubble 19 3000Hz .wav,1.592081,-0.166667,0.416667
3000Hz_2,CBF,clean,bubble 20 3000Hz .wav,0.039284,-0.027778,2.027778
3000Hz_2,MVDR,clean,bubble 20 3000Hz .wav,0.518932,-0.138889,1.500000
3000Hz_2,MUSIC,clean,bubble 20 3000Hz .wav,0.722756,-0.722222,1.972222
3000Hz_2,MUSIC_CSDM,clean,bubble 20 3000Hz .wav,3.834239,-0.083333,5.833333
3000Hz_2,CBF,20,bubble 20 3000Hz .wav,1.678201,0.694444,0.472222
3000Hz_2,MVDR,20,bubble 20 3000Hz .wav,0.518932,-0.138889,1.500000
3000Hz_2,MUSIC,20,bubble 20 3000Hz .wav,2.003084,1.111111,0.333333
3000Hz_2,MUSIC_CSDM,20,bubble 20 3000Hz .wav,1.410389,1.194444,1.250000
3000Hz_2,CBF,15,bubble 20 3000Hz .wav,0.039284,-0.027778,2.027778
3000Hz_2,MVDR,15,bubble 20 3000Hz .wav,2.087034,0.944444,3.861111
3000Hz_2,MUSIC,15,bubble 20 3000Hz .wav,1.932503,-0.611111,0.166667
3000Hz_2,MUSIC_CSDM,15,bubble 20 3000Hz .wav,1.441503,1.305556,1.388889
3000Hz_2,CBF,10,bubble 20 3000Hz .wav,1.678201,0.694444,0.472222
3000Hz_2,MVDR,10,bubble 20 3000Hz .wav,0.572654,-0.138889,1.444444
3000Hz_2,MUSIC,10,bubble 20 3000Hz .wav,1.398026,-0.500000,0.694444
3000Hz_2,MUSIC_CSDM,10,bubble 20 3000Hz .wav,2.263676,1.972222,3.111111
3000Hz_2,CBF,5,bubble 20 3000Hz .wav,0.062113,-0.027778,2.055556
3000Hz_2,MVDR,5,bubble 20 3000Hz .wav,0.518932,-0.138889,1.500000
3000Hz_2,MUSIC,5,bubble 20 3000Hz .wav,1.186667,0.333333,0.861111
3000Hz_2,MUSIC_CSDM,5,bubble 20 3000Hz .wav,4.272002,1.500000,6.000000
3000Hz_2,CBF,0,bubble 20 3000Hz .wav,0.237333,-0.083333,1.777778
3000Hz_2,MVDR,0,bubble 20 3000Hz .wav,0.911179,-0.722222,1.444444
3000Hz_2,MUSIC,0,bubble 20 3000Hz .wav,1.975545,-0.916667,0.250000
3000Hz_2,MUSIC_CSDM,0,bubble 20 3000Hz .wav,0.925046,-0.694444,1.388889
3000Hz_2,CBF,-5,bubble 20 3000Hz .wav,1.123542,0.166667,0.888889
3000Hz_2,MVDR,-5,bubble 20 3000Hz .wav,1.083333,1.000000,1.583333
3000Hz_2,MUSIC,-5,bubble 20 3000Hz .wav,1.701942,0.750000,0.472222
3000Hz_2,MUSIC_CSDM,-5,bubble 20 3000Hz .wav,1.024770,-0.555556,1.138889
3000Hz_2,CBF,-10,bubble 20 3000Hz .wav,1.802348,0.861111,0.416667
3000Hz_2,MVDR,-10,bubble 20 3000Hz .wav,2.184577,1.638889,0.555556
3000Hz_2,MUSIC,-10,bubble 20 3000Hz .wav,1.715039,1.555556,1.277778
3000Hz_2,MUSIC_CSDM,-10,bubble 20 3000Hz .wav,2.184577,1.638889,0.555556
3000Hz_2,CBF,-15,bubble 20 3000Hz .wav,1.981784,-1.972222,1.805556
3000Hz_2,MVDR,-15,bubble 20 3000Hz .wav,0.262055,-0.222222,1.861111
3000Hz_2,MUSIC,-15,bubble 20 3000Hz .wav,1.881727,-1.861111,2.277778
3000Hz_2,MUSIC_CSDM,-15,bubble 20 3000Hz .wav,0.285990,-0.250000,1.861111
3000Hz_2,CBF,-20,bubble 20 3000Hz .wav,1.788380,-1.305556,0.777778
3000Hz_2,MVDR,-20,bubble 20 3000Hz .wav,1.472222,-0.777778,0.750000
3000Hz_2,MUSIC,-20,bubble 20 3000Hz .wav,2.479702,2.416667,1.444444
3000Hz_2,MUSIC_CSDM,-20,bubble 20 3000Hz .wav,1.472222,-0.777778,0.750000
1000Hz_1,CBF,clean,bubble 01 1000Hz .wav,1.968894,-1.888889,0.444444
1000Hz_1,MVDR,clean,bubble 01 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,clean,bubble 01 1000Hz .wav,1.388889,0.833333,2.111111
1000Hz_1,MUSIC_CSDM,clean,bubble 01 1000Hz .wav,0.680981,-0.666667,1.138889
1000Hz_1,CBF,20,bubble 01 1000Hz .wav,1.961237,-1.888889,0.472222
1000Hz_1,MVDR,20,bubble 01 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,20,bubble 01 1000Hz .wav,3.619755,-0.250000,4.611111
1000Hz_1,MUSIC_CSDM,20,bubble 01 1000Hz .wav,1.105891,-0.472222,0.000000
1000Hz_1,CBF,15,bubble 01 1000Hz .wav,2.032339,-1.888889,0.250000
1000Hz_1,MVDR,15,bubble 01 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,15,bubble 01 1000Hz .wav,1.554067,0.638889,2.416667
1000Hz_1,MUSIC_CSDM,15,bubble 01 1000Hz .wav,1.631339,-1.194444,2.111111
1000Hz_1,CBF,10,bubble 01 1000Hz .wav,1.967718,-1.861111,0.361111
1000Hz_1,MVDR,10,bubble 01 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,10,bubble 01 1000Hz .wav,2.050670,-1.861111,1.861111
1000Hz_1,MUSIC_CSDM,10,bubble 01 1000Hz .wav,0.668977,-0.055556,0.333333
1000Hz_1,CBF,5,bubble 01 1000Hz .wav,1.850300,-1.833333,0.750000
1000Hz_1,MVDR,5,bubble 01 1000Hz .wav,1.000386,-0.027778,0.000000
1000Hz_1,MUSIC,5,bubble 01 1000Hz .wav,1.282600,1.277778,1.111111
1000Hz_1,MUSIC_CSDM,5,bubble 01 1000Hz .wav,0.770301,0.333333,0.305556
1000Hz_1,CBF,0,bubble 01 1000Hz .wav,2.027968,-2.027778,0.972222
1000Hz_1,MVDR,0,bubble 01 1000Hz .wav,0.833333,0.000000,0.166667
1000Hz_1,MUSIC,0,bubble 01 1000Hz .wav,2.588704,-0.166667,3.583333
1000Hz_1,MUSIC_CSDM,0,bubble 01 1000Hz .wav,1.425355,-1.194444,0.222222
1000Hz_1,CBF,-5,bubble 01 1000Hz .wav,1.736500,0.222222,2.722222
1000Hz_1,MVDR,-5,bubble 01 1000Hz .wav,1.000000,0.000000,0.000000
1000Hz_1,MUSIC,-5,bubble 01 1000Hz .wav,1.734054,1.416667,0.000000
1000Hz_1,MUSIC_CSDM,-5,bubble 01 1000Hz .wav,0.392837,0.277778,1.277778
1000Hz_1,CBF,-10,bubble 01 1000Hz .wav,1.068632,0.166667,2.055556
1000Hz_1,MVDR,-10,bubble 01 1000Hz .wav,3.895728,-0.833333,4.805556
1000Hz_1,MUSIC,-10,bubble 01 1000Hz .wav,2.435907,-2.416667,1.305556
1000Hz_1,MUSIC_CSDM,-10,bubble 01 1000Hz .wav,1.567661,-1.555556,0.805556
1000Hz_1,CBF,-15,bubble 01 1000Hz .wav,3.618049,2.833333,3.250000
1000Hz_1,MVDR,-15,bubble 01 1000Hz .wav,0.720618,0.333333,0.361111
1000Hz_1,MUSIC,-15,bubble 01 1000Hz .wav,2.753505,1.416667,3.361111
1000Hz_1,MUSIC_CSDM,-15,bubble 01 1000Hz .wav,0.720618,0.333333,0.361111
1000Hz_1,CBF,-20,bubble 01 1000Hz .wav,0.675863,0.111111,0.333333
1000Hz_1,MVDR,-20,bubble 01 1000Hz .wav,3.007193,2.722222,2.277778
1000Hz_1,MUSIC,-20,bubble 01 1000Hz .wav,0.561771,0.555556,1.083333
1000Hz_1,MUSIC_CSDM,-20,bubble 01 1000Hz .wav,1.739164,1.555556,0.222222
1000Hz_1,CBF,clean,bubble 02 1000Hz .wav,1.960450,-1.833333,0.305556
1000Hz_1,MVDR,clean,bubble 02 1000Hz .wav,1.000386,-0.027778,0.000000
1000Hz_1,MUSIC,clean,bubble 02 1000Hz .wav,1.372402,1.111111,0.194444
1000Hz_1,MUSIC_CSDM,clean,bubble 02 1000Hz .wav,1.308212,1.305556,1.083333
1000Hz_1,CBF,20,bubble 02 1000Hz .wav,1.934498,-1.805556,0.305556
1000Hz_1,MVDR,20,bubble 02 1000Hz .wav,1.000386,-0.027778,0.000000
1000Hz_1,MUSIC,20,bubble 02 1000Hz .wav,1.558034,0.305556,2.527778
1000Hz_1,MUSIC_CSDM,20,bubble 02 1000Hz .wav,2.498456,2.194444,2.194444
1000Hz_1,CBF,15,bubble 02 1000Hz .wav,1.915257,-1.805556,0.361111
1000Hz_1,MVDR,15,bubble 02 1000Hz .wav,0.944853,-0.027778,0.055556
1000Hz_1,MUSIC,15,bubble 02 1000Hz .wav,1.333623,-1.083333,0.222222
1000Hz_1,MUSIC_CSDM,15,bubble 02 1000Hz .wav,1.217478,-1.000000,1.694444
1000Hz_1,CBF,10,bubble 02 1000Hz .wav,1.820875,-1.694444,0.333333
1000Hz_1,MVDR,10,bubble 02 1000Hz .wav,0.944853,-0.027778,0.055556
1000Hz_1,MUSIC,10,bubble 02 1000Hz .wav,4.184775,-0.388889,5.166667
1000Hz_1,MUSIC_CSDM,10,bubble 02 1000Hz .wav,1.961237,-1.555556,2.194444
1000Hz_1,CBF,5,bubble 02 1000Hz .wav,2.250686,2.250000,0.944444
1000Hz_1,MVDR,5,bubble 02 1000Hz .wav,1.000000,0.000000,0.000000
1000Hz_1,MUSIC,5,bubble 02 1000Hz .wav,1.001542,0.055556,0.000000
1000Hz_1,MUSIC_CSDM,5,bubble 02 1000Hz .wav,3.056313,0.416667,4.027778
1000Hz_1,CBF,0,bubble 02 1000Hz .wav,1.363660,-1.361111,0.916667
1000Hz_1,MVDR,0,bubble 02 1000Hz .wav,1.000386,-0.027778,0.000000
1000Hz_1,MUSIC,0,bubble 02 1000Hz .wav,0.562457,-0.194444,1.527778
1000Hz_1,MUSIC_CSDM,0,bubble 02 1000Hz .wav,0.735456,0.138889,0.277778
1000Hz_1,CBF,-5,bubble 02 1000Hz .wav,1.892154,-1.888889,0.888889
1000Hz_1,MVDR,-5,bubble 02 1000Hz .wav,0.806034,0.027778,0.194444
1000Hz_1,MUSIC,-5,bubble 02 1000Hz .wav,2.277439,1.972222,2.138889
1000Hz_1,MUSIC_CSDM,-5,bubble 02 1000Hz .wav,2.583333,0.000000,3.583333
1000Hz_1,CBF,-10,bubble 02 1000Hz .wav,1.019864,-0.888889,1.500000
1000Hz_1,MVDR,-10,bubble 02 1000Hz .wav,0.835183,0.055556,0.166667
1000Hz_1,MUSIC,-10,bubble 02 1000Hz .wav,0.982093,-0.972222,0.861111
1000Hz_1,MUSIC_CSDM,-10,bubble 02 1000Hz .wav,3.459198,-3.000000,2.722222
1000Hz_1,CBF,-15,bubble 02 1000Hz .wav,0.412946,-0.277778,1.305556
1000Hz_1,MVDR,-15,bubble 02 1000Hz .wav,4.349684,-2.055556,4.833333
1000Hz_1,MUSIC,-15,bubble 02 1000Hz .wav,2.491498,-2.305556,1.944444
1000Hz_1,MUSIC_CSDM,-15,bubble 02 1000Hz .wav,0.598352,-0.555556,1.222222
1000Hz_1,CBF,-20,bubble 02 1000Hz .wav,1.168319,0.361111,2.111111
1000Hz_1,MVDR,-20,bubble 02 1000Hz .wav,1.151019,0.388889,2.083333
1000Hz_1,MUSIC,-20,bubble 02 1000Hz .wav,0.835645,0.222222,1.805556
1000Hz_1,MUSIC_CSDM,-20,bubble 02 1000Hz .wav,1.177201,0.388889,2.111111
1000Hz_1,CBF,clean,bubble 03 1000Hz .wav,1.950783,-1.833333,0.333333
1000Hz_1,MVDR,clean,bubble 03 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,clean,bubble 03 1000Hz .wav,1.701942,0.750000,2.527778
1000Hz_1,MUSIC_CSDM,clean,bubble 03 1000Hz .wav,1.051527,-0.222222,2.027778
1000Hz_1,CBF,20,bubble 03 1000Hz .wav,1.955129,-1.805556,0.250000
1000Hz_1,MVDR,20,bubble 03 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,20,bubble 03 1000Hz .wav,2.651723,-2.444444,2.027778
1000Hz_1,MUSIC_CSDM,20,bubble 03 1000Hz .wav,0.528508,-0.027778,0.472222
1000Hz_1,CBF,15,bubble 03 1000Hz .wav,1.901307,-1.722222,0.194444
1000Hz_1,MVDR,15,bubble 03 1000Hz .wav,1.000386,-0.027778,0.000000
1000Hz_1,MUSIC,15,bubble 03 1000Hz .wav,2.299020,-2.027778,2.083333
1000Hz_1,MUSIC_CSDM,15,bubble 03 1000Hz .wav,4.157861,0.916667,5.055556
1000Hz_1,CBF,10,bubble 03 1000Hz .wav,2.015564,-1.750000,0.000000
1000Hz_1,MVDR,10,bubble 03 1000Hz .wav,0.890623,-0.055556,0.111111
1000Hz_1,MUSIC,10,bubble 03 1000Hz .wav,0.946077,-0.722222,0.388889
1000Hz_1,MUSIC_CSDM,10,bubble 03 1000Hz .wav,1.179166,0.805556,1.861111
1000Hz_1,CBF,5,bubble 03 1000Hz .wav,2.075913,-1.888889,0.138889
1000Hz_1,MVDR,5,bubble 03 1000Hz .wav,0.861559,-0.027778,0.138889
1000Hz_1,MUSIC,5,bubble 03 1000Hz .wav,2.646480,-2.388889,2.138889
1000Hz_1,MUSIC_CSDM,5,bubble 03 1000Hz .wav,1.889297,-1.416667,2.250000
1000Hz_1,CBF,0,bubble 03 1000Hz .wav,1.995752,1.972222,1.305556
1000Hz_1,MVDR,0,bubble 03 1000Hz .wav,0.699427,-0.083333,0.305556
1000Hz_1,MUSIC,0,bubble 03 1000Hz .wav,3.875473,2.583333,3.888889
1000Hz_1,MUSIC_CSDM,0,bubble 03 1000Hz .wav,0.799788,-0.277778,0.250000
1000Hz_1,CBF,-5,bubble 03 1000Hz .wav,1.281697,-1.111111,0.361111
1000Hz_1,MVDR,-5,bubble 03 1000Hz .wav,0.862901,-0.055556,0.138889
1000Hz_1,MUSIC,-5,bubble 03 1000Hz .wav,0.459804,-0.194444,0.583333
1000Hz_1,MUSIC_CSDM,-5,bubble 03 1000Hz .wav,0.890623,-0.055556,0.111111
1000Hz_1,CBF,-10,bubble 03 1000Hz .wav,2.136001,-2.000000,1.750000
1000Hz_1,MVDR,-10,bubble 03 1000Hz .wav,0.572654,-0.138889,0.444444
1000Hz_1,MUSIC,-10,bubble 03 1000Hz .wav,1.703528,0.694444,2.555556
1000Hz_1,MUSIC_CSDM,-10,bubble 03 1000Hz .wav,1.932503,0.611111,2.833333
1000Hz_1,CBF,-15,bubble 03 1000Hz .wav,0.917087,-0.027778,1.916667
1000Hz_1,MVDR,-15,bubble 03 1000Hz .wav,5.101591,-1.361111,5.916667
1000Hz_1,MUSIC,-15,bubble 03 1000Hz .wav,1.829331,-1.361111,2.222222
1000Hz_1,MUSIC_CSDM,-15,bubble 03 1000Hz .wav,0.923376,0.666667,0.361111
1000Hz_1,CBF,-20,bubble 03 1000Hz .wav,4.117113,-0.222222,5.111111
1000Hz_1,MVDR,-20,bubble 03 1000Hz .wav,0.580017,-0.166667,0.444444
1000Hz_1,MUSIC,-20,bubble 03 1000Hz .wav,1.080481,0.750000,1.777778
1000Hz_1,MUSIC_CSDM,-20,bubble 03 1000Hz .wav,0.500771,-0.166667,0.527778
1000Hz_1,CBF,clean,bubble 04 1000Hz .wav,1.872684,-1.750000,0.333333
1000Hz_1,MVDR,clean,bubble 04 1000Hz .wav,1.000386,-0.027778,0.000000
1000Hz_1,MUSIC,clean,bubble 04 1000Hz .wav,3.933278,0.361111,4.916667
1000Hz_1,MUSIC_CSDM,clean,bubble 04 1000Hz .wav,3.366731,0.638889,4.305556
1000Hz_1,CBF,20,bubble 04 1000Hz .wav,1.889706,-1.722222,0.222222
1000Hz_1,MVDR,20,bubble 04 1000Hz .wav,0.890623,-0.055556,0.111111
1000Hz_1,MUSIC,20,bubble 04 1000Hz .wav,4.200235,-2.555556,4.333333
1000Hz_1,MUSIC_CSDM,20,bubble 04 1000Hz .wav,0.471405,-0.333333,0.666667
1000Hz_1,CBF,15,bubble 04 1000Hz .wav,1.792043,-1.694444,0.416667
1000Hz_1,MVDR,15,bubble 04 1000Hz .wav,0.944853,-0.027778,0.055556
1000Hz_1,MUSIC,15,bubble 04 1000Hz .wav,0.931281,-0.888889,1.277778
1000Hz_1,MUSIC_CSDM,15,bubble 04 1000Hz .wav,0.536478,-0.194444,1.500000
1000Hz_1,CBF,10,bubble 04 1000Hz .wav,1.919885,-1.638889,0.000000
1000Hz_1,MVDR,10,bubble 04 1000Hz .wav,0.917087,-0.027778,0.083333
1000Hz_1,MUSIC,10,bubble 04 1000Hz .wav,3.140855,-0.111111,4.138889
1000Hz_1,MUSIC_CSDM,10,bubble 04 1000Hz .wav,0.335640,-0.138889,1.305556
1000Hz_1,CBF,5,bubble 04 1000Hz .wav,2.001928,-1.750000,0.027778
1000Hz_1,MVDR,5,bubble 04 1000Hz .wav,1.000386,-0.027778,0.000000
1000Hz_1,MUSIC,5,bubble 04 1000Hz .wav,1.267166,-1.138889,1.555556
1000Hz_1,MUSIC_CSDM,5,bubble 04 1000Hz .wav,0.739640,-0.416667,0.388889
1000Hz_1,CBF,0,bubble 04 1000Hz .wav,2.236068,-2.000000,0.000000
1000Hz_1,MVDR,0,bubble 04 1000Hz .wav,0.855718,-0.194444,0.166667
1000Hz_1,MUSIC,0,bubble 04 1000Hz .wav,2.027968,1.861111,1.805556
1000Hz_1,MUSIC_CSDM,0,bubble 04 1000Hz .wav,0.279163,-0.277778,0.972222
1000Hz_1,CBF,-5,bubble 04 1000Hz .wav,2.871341,2.805556,1.611111
1000Hz_1,MVDR,-5,bubble 04 1000Hz .wav,0.785674,-0.111111,0.222222
1000Hz_1,MUSIC,-5,bubble 04 1000Hz .wav,2.062488,-0.888889,2.861111
1000Hz_1,MUSIC_CSDM,-5,bubble 04 1000Hz .wav,0.764268,0.250000,0.277778
1000Hz_1,CBF,-10,bubble 04 1000Hz .wav,1.045641,0.666667,0.194444
1000Hz_1,MVDR,-10,bubble 04 1000Hz .wav,0.997296,-0.222222,0.027778
1000Hz_1,MUSIC,-10,bubble 04 1000Hz .wav,0.943627,0.638889,1.694444
1000Hz_1,MUSIC_CSDM,-10,bubble 04 1000Hz .wav,2.820915,-2.555556,2.194444
1000Hz_1,CBF,-15,bubble 04 1000Hz .wav,1.055921,-0.944444,0.527778
1000Hz_1,MVDR,-15,bubble 04 1000Hz .wav,0.750514,-0.472222,0.416667
1000Hz_1,MUSIC,-15,bubble 04 1000Hz .wav,2.881401,-0.944444,3.722222
1000Hz_1,MUSIC_CSDM,-15,bubble 04 1000Hz .wav,2.429404,1.888889,2.527778
1000Hz_1,CBF,-20,bubble 04 1000Hz .wav,1.167989,-1.055556,0.500000
1000Hz_1,MVDR,-20,bubble 04 1000Hz .wav,1.472484,-0.861111,2.194444
1000Hz_1,MUSIC,-20,bubble 04 1000Hz .wav,0.223952,0.111111,0.805556
1000Hz_1,MUSIC_CSDM,-20,bubble 04 1000Hz .wav,1.533826,-0.888889,2.250000
1000Hz_1,CBF,clean,bubble 05 1000Hz .wav,2.039729,-1.777778,0.000000
1000Hz_1,MVDR,clean,bubble 05 1000Hz .wav,1.000386,-0.027778,0.000000
1000Hz_1,MUSIC,clean,bubble 05 1000Hz .wav,0.580017,-0.166667,0.444444
1000Hz_1,MUSIC_CSDM,clean,bubble 05 1000Hz .wav,0.752055,-0.055556,0.250000
1000Hz_1,CBF,20,bubble 05 1000Hz .wav,2.039729,-1.777778,0.000000
1000Hz_1,MVDR,20,bubble 05 1000Hz .wav,1.000386,-0.027778,0.000000
1000Hz_1,MUSIC,20,bubble 05 1000Hz .wav,1.932902,-0.250000,2.916667
1000Hz_1,MUSIC_CSDM,20,bubble 05 1000Hz .wav,0.431227,-0.111111,1.416667
1000Hz_1,CBF,15,bubble 05 1000Hz .wav,2.063984,-1.805556,0.000000
1000Hz_1,MVDR,15,bubble 05 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,15,bubble 05 1000Hz .wav,4.119829,-1.277778,4.916667
1000Hz_1,MUSIC_CSDM,15,bubble 05 1000Hz .wav,0.593821,0.583333,1.111111
1000Hz_1,CBF,10,bubble 05 1000Hz .wav,1.705565,-1.638889,0.527778
1000Hz_1,MVDR,10,bubble 05 1000Hz .wav,1.000386,-0.027778,0.000000
1000Hz_1,MUSIC,10,bubble 05 1000Hz .wav,2.503855,1.388889,3.083333
1000Hz_1,MUSIC_CSDM,10,bubble 05 1000Hz .wav,0.676433,0.222222,0.361111
1000Hz_1,CBF,5,bubble 05 1000Hz .wav,1.991494,-1.722222,0.000000
1000Hz_1,MVDR,5,bubble 05 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,5,bubble 05 1000Hz .wav,2.367638,0.888889,3.194444
1000Hz_1,MUSIC_CSDM,5,bubble 05 1000Hz .wav,0.671855,-0.083333,0.333333
1000Hz_1,CBF,0,bubble 05 1000Hz .wav,1.506416,-1.388889,0.416667
1000Hz_1,MVDR,0,bubble 05 1000Hz .wav,0.892787,-0.083333,0.111111
1000Hz_1,MUSIC,0,bubble 05 1000Hz .wav,2.012308,2.000000,1.222222
1000Hz_1,MUSIC_CSDM,0,bubble 05 1000Hz .wav,4.244459,1.055556,5.111111
1000Hz_1,CBF,-5,bubble 05 1000Hz .wav,0.995747,-0.916667,1.388889
1000Hz_1,MVDR,-5,bubble 05 1000Hz .wav,0.611111,0.000000,0.388889
1000Hz_1,MUSIC,-5,bubble 05 1000Hz .wav,0.969042,0.444444,0.138889
1000Hz_1,MUSIC_CSDM,-5,bubble 05 1000Hz .wav,1.466709,-1.166667,0.111111
1000Hz_1,CBF,-10,bubble 05 1000Hz .wav,3.027778,0.000000,4.027778
1000Hz_1,MVDR,-10,bubble 05 1000Hz .wav,2.250686,-2.055556,1.916667
1000Hz_1,MUSIC,-10,bubble 05 1000Hz .wav,2.787345,2.416667,2.388889
1000Hz_1,MUSIC_CSDM,-10,bubble 05 1000Hz .wav,2.250686,-2.055556,1.916667
1000Hz_1,CBF,-15,bubble 05 1000Hz .wav,2.947195,2.888889,1.583333
1000Hz_1,MVDR,-15,bubble 05 1000Hz .wav,1.001542,0.944444,1.333333
1000Hz_1,MUSIC,-15,bubble 05 1000Hz .wav,2.756866,-1.805556,3.083333
1000Hz_1,MUSIC_CSDM,-15,bubble 05 1000Hz .wav,1.808758,1.333333,2.222222
1000Hz_1,CBF,-20,bubble 05 1000Hz .wav,3.392075,-1.777778,3.888889
1000Hz_1,MVDR,-20,bubble 05 1000Hz .wav,2.444444,-2.444444,1.000000
1000Hz_1,MUSIC,-20,bubble 05 1000Hz .wav,3.063248,-1.555556,3.638889
1000Hz_1,MUSIC_CSDM,-20,bubble 05 1000Hz .wav,2.472222,-2.472222,1.000000
1000Hz_1,CBF,clean,bubble 06 1000Hz .wav,1.963400,-1.777778,0.166667
1000Hz_1,MVDR,clean,bubble 06 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,clean,bubble 06 1000Hz .wav,3.092454,-2.916667,2.027778
1000Hz_1,MUSIC_CSDM,clean,bubble 06 1000Hz .wav,0.512197,0.333333,0.611111
1000Hz_1,CBF,20,bubble 06 1000Hz .wav,1.975350,-1.777778,0.138889
1000Hz_1,MVDR,20,bubble 06 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,20,bubble 06 1000Hz .wav,0.439205,0.416667,1.138889
1000Hz_1,MUSIC_CSDM,20,bubble 06 1000Hz .wav,0.894513,-0.722222,0.472222
1000Hz_1,CBF,15,bubble 06 1000Hz .wav,2.039729,-1.777778,0.000000
1000Hz_1,MVDR,15,bubble 06 1000Hz .wav,1.001542,-0.055556,0.000000
1000Hz_1,MUSIC,15,bubble 06 1000Hz .wav,0.811282,0.500000,0.361111
1000Hz_1,MUSIC_CSDM,15,bubble 06 1000Hz .wav,4.273266,2.638889,4.361111
1000Hz_1,CBF,10,bubble 06 1000Hz .wav,1.889093,-1.805556,0.444444
1000Hz_1,MVDR,10,bubble 06 1000Hz .wav,1.000386,-0.027778,0.000000
1000Hz_1,MUSIC,10,bubble 06 1000Hz .wav,1.292488,1.138889,0.388889
1000Hz_1,MUSIC_CSDM,10,bubble 06 1000Hz .wav,1.000386,0.027778,0.000000
1000Hz_1,CBF,5,bubble 06 1000Hz .wav,1.801277,-1.694444,0.388889
1000Hz_1,MVDR,5,bubble 06 1000Hz .wav,0.862901,-0.055556,0.138889
1000Hz_1,MUSIC,5,bubble 06 1000Hz .wav,2.677351,-1.027778,3.472222
1000Hz_1,MUSIC_CSDM,5,bubble 06 1000Hz .wav,0.678142,-0.555556,1.388889
1000Hz_1,CBF,0,bubble 06 1000Hz .wav,2.502468,0.111111,3.500000
1000Hz_1,MVDR,0,bubble 06 1000Hz .wav,1.000000,0.000000,0.000000
1000Hz_1,MUSIC,0,bubble 06 1000Hz .wav,2.949288,1.472222,3.555556
1000Hz_1,MUSIC_CSDM,0,bubble 06 1000Hz .wav,2.616720,-2.083333,2.583333
1000Hz_1,CBF,-5,bubble 06 1000Hz .wav,1.282600,-0.111111,2.277778
1000Hz_1,MVDR,-5,bubble 06 1000Hz .wav,0.889323,-0.027778,0.111111
1000Hz_1,MUSIC,-5,bubble 06 1000Hz .wav,1.030776,0.250000,0.000000
1000Hz_1,MUSIC_CSDM,-5,bubble 06 1000Hz .wav,1.419116,-0.083333,2.416667
1000Hz_1,CBF,-10,bubble 06 1000Hz .wav,1.563965,-1.305556,0.138889
1000Hz_1,MVDR,-10,bubble 06 1000Hz .wav,0.611742,-0.027778,0.388889
