algorithm,signal_type,distance_m,sample_id,error_m,est_x_m,est_y_m,freq_band_Hz
MVDR,projector,3,bubble 16 3000Hz .wav,0.666667,0.000000,2.333333,1000-12000
MUSIC,projector,3,bubble 16 3000Hz .wav,2.964033,-0.527778,0.083333,1000-12000
MUSIC_CSDM,projector,3,bubble 16 3000Hz .wav,4.223045,2.972222,6.000000,1000-12000
CBF,projector,3,bubble 17 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 17 3000Hz .wav,0.638889,0.000000,2.361111,1000-12000
MUSIC,projector,3,bubble 17 3000Hz .wav,1.223484,0.777778,2.055556,1000-12000
MUSIC_CSDM,projector,3,bubble 17 3000Hz .wav,1.579430,-0.638889,1.555556,1000-12000
CBF,projector,3,bubble 18 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 18 3000Hz .wav,0.638889,0.000000,2.361111,1000-12000
MUSIC,projector,3,bubble 18 3000Hz .wav,0.992643,0.305556,2.055556,1000-12000
MUSIC_CSDM,projector,3,bubble 18 3000Hz .wav,0.492223,-0.472222,3.138889,1000-12000
CBF,projector,3,bubble 19 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 19 3000Hz .wav,0.638889,0.000000,2.361111,1000-12000
MUSIC,projector,3,bubble 19 3000Hz .wav,2.503855,-0.833333,5.361111,1000-12000
MUSIC_CSDM,projector,3,bubble 19 3000Hz .wav,2.872013,-0.250000,0.138889,1000-12000
CBF,projector,3,bubble 20 3000Hz .wav,1.083333,0.000000,1.916667,1000-12000
MVDR,projector,3,bubble 20 3000Hz .wav,0.638889,0.000000,2.361111,1000-12000
MUSIC,projector,3,bubble 20 3000Hz .wav,2.789005,-0.250000,0.222222,1000-12000
MUSIC_CSDM,projector,3,bubble 20 3000Hz .wav,2.954647,0.472222,0.083333,1000-12000
CBF,projector,1,bubble 01 5000Hz .wav,2.341915,2.166667,1.888889,1000-12000
MVDR,projector,1,bubble 01 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
MUSIC,projector,1,bubble 01 5000Hz .wav,3.515837,0.333333,4.500000,1000-12000
MUSIC_CSDM,projector,1,bubble 01 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
CBF,projector,1,bubble 02 5000Hz .wav,2.341915,2.166667,1.888889,1000-12000
MVDR,projector,1,bubble 02 5000Hz .wav,5.037207,0.611111,6.000000,1000-12000
MUSIC,projector,1,bubble 02 5000Hz .wav,2.573758,0.305556,3.555556,1000-12000
MUSIC_CSDM,projector,1,bubble 02 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
CBF,projector,1,bubble 03 5000Hz .wav,2.341915,2.166667,1.888889,1000-12000
MVDR,projector,1,bubble 03 5000Hz .wav,5.037207,0.611111,6.000000,1000-12000
MUSIC,projector,1,bubble 03 5000Hz .wav,1.749118,0.305556,2.722222,1000-12000
MUSIC_CSDM,projector,1,bubble 03 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
CBF,projector,1,bubble 04 5000Hz .wav,2.341915,2.166667,1.888889,1000-12000
MVDR,projector,1,bubble 04 5000Hz .wav,5.037207,0.611111,6.000000,1000-12000
MUSIC,projector,1,bubble 04 5000Hz .wav,2.243131,0.305556,3.222222,1000-12000
MUSIC_CSDM,projector,1,bubble 04 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
CBF,projector,1,bubble 05 5000Hz .wav,2.341915,2.166667,1.888889,1000-12000
MVDR,projector,1,bubble 05 5000Hz .wav,5.037207,0.611111,6.000000,1000-12000
MUSIC,projector,1,bubble 05 5000Hz .wav,1.995752,0.305556,2.972222,1000-12000
MUSIC_CSDM,projector,1,bubble 05 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
CBF,projector,1,bubble 06 5000Hz .wav,2.316240,2.138889,1.888889,1000-12000
MVDR,projector,1,bubble 06 5000Hz .wav,5.037207,0.611111,6.000000,1000-12000
MUSIC,projector,1,bubble 06 5000Hz .wav,1.874331,0.222222,2.861111,1000-12000
MUSIC_CSDM,projector,1,bubble 06 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
CBF,projector,1,bubble 07 5000Hz .wav,2.316240,2.138889,1.888889,1000-12000
MVDR,projector,1,bubble 07 5000Hz .wav,5.037207,0.611111,6.000000,1000-12000
MUSIC,projector,1,bubble 07 5000Hz .wav,1.118379,0.277778,2.083333,1000-12000
MUSIC_CSDM,projector,1,bubble 07 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
CBF,projector,1,bubble 08 5000Hz .wav,0.778274,-0.444444,0.361111,1000-12000
MVDR,projector,1,bubble 08 5000Hz .wav,5.037207,0.611111,6.000000,1000-12000
MUSIC,projector,1,bubble 08 5000Hz .wav,1.708954,0.222222,2.694444,1000-12000
MUSIC_CSDM,projector,1,bubble 08 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
CBF,projector,1,bubble 09 5000Hz .wav,0.778274,-0.444444,0.361111,1000-12000
MVDR,projector,1,bubble 09 5000Hz .wav,5.037207,0.611111,6.000000,1000-12000
MUSIC,projector,1,bubble 09 5000Hz .wav,0.445312,0.027778,0.555556,1000-12000
MUSIC_CSDM,projector,1,bubble 09 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
CBF,projector,1,bubble 10 5000Hz .wav,0.778274,-0.444444,0.361111,1000-12000
MVDR,projector,1,bubble 10 5000Hz .wav,5.037207,0.611111,6.000000,1000-12000
MUSIC,projector,1,bubble 10 5000Hz .wav,1.355430,0.972222,0.055556,1000-12000
MUSIC_CSDM,projector,1,bubble 10 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
CBF,projector,1,bubble 11 5000Hz .wav,0.778274,-0.444444,0.361111,1000-12000
MVDR,projector,1,bubble 11 5000Hz .wav,5.037207,0.611111,6.000000,1000-12000
MUSIC,projector,1,bubble 11 5000Hz .wav,1.047115,0.388889,1.972222,1000-12000
MUSIC_CSDM,projector,1,bubble 11 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
CBF,projector,1,bubble 12 5000Hz .wav,0.778274,-0.444444,0.361111,1000-12000
MVDR,projector,1,bubble 12 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
MUSIC,projector,1,bubble 12 5000Hz .wav,0.758186,0.666667,0.638889,1000-12000
MUSIC_CSDM,projector,1,bubble 12 5000Hz .wav,5.044249,0.666667,6.000000,1000-12000
CBF,projector,1,bubble 13 5000Hz .wav,0.778274,-0.444444,0.361111,1000-12000
MVDR,projector,1,bubble 13 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
MUSIC,projector,1,bubble 13 5000Hz .wav,0.840708,0.111111,1.833333,1000-12000
MUSIC_CSDM,projector,1,bubble 13 5000Hz .wav,5.044249,0.666667,6.000000,1000-12000
CBF,projector,1,bubble 14 5000Hz .wav,0.778274,-0.444444,0.361111,1000-12000
MVDR,projector,1,bubble 14 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
MUSIC,projector,1,bubble 14 5000Hz .wav,1.211124,0.972222,0.277778,1000-12000
MUSIC_CSDM,projector,1,bubble 14 5000Hz .wav,5.044249,0.666667,6.000000,1000-12000
CBF,projector,1,bubble 15 5000Hz .wav,0.755637,0.444444,0.388889,1000-12000
MVDR,projector,1,bubble 15 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
MUSIC,projector,1,bubble 15 5000Hz .wav,0.472222,0.416667,1.222222,1000-12000
MUSIC_CSDM,projector,1,bubble 15 5000Hz .wav,5.044249,0.666667,6.000000,1000-12000
CBF,projector,1,bubble 16 5000Hz .wav,0.755637,0.444444,0.388889,1000-12000
MVDR,projector,1,bubble 16 5000Hz .wav,5.040653,0.638889,6.000000,1000-12000
MUSIC,projector,1,bubble 16 5000Hz .wav,5.088871,-1.083333,5.972222,1000-12000
MUSIC_CSDM,projector,1,bubble 16 5000Hz .wav,5.044249,0.666667,6.000000,1000-12000
CBF,projector,1,bubble 17 5000Hz .wav,0.755637,0.444444,0.388889,1000-12000
MVDR,projector,1,bubble 17 5000Hz .wav,5.044249,0.666667,6.000000,1000-12000
MUSIC,projector,1,bubble 17 5000Hz .wav,0.755637,-0.444444,0.388889,1000-12000
MUSIC_CSDM,projector,1,bubble 17 5000Hz .wav,5.044249,0.666667,6.000000,1000-12000
CBF,projector,1,bubble 18 5000Hz .wav,0.755637,0.444444,0.388889,1000-12000
MVDR,projector,1,bubble 18 5000Hz .wav,5.044249,0.666667,6.000000,1000-12000
MUSIC,projector,1,bubble 18 5000Hz .wav,4.824145,-1.111111,5.694444,1000-12000
MUSIC_CSDM,projector,1,bubble 18 5000Hz .wav,5.044249,0.666667,6.000000,1000-12000
CBF,projector,1,bubble 19 5000Hz .wav,0.755637,0.444444,0.388889,1000-12000
MVDR,projector,1,bubble 19 5000Hz .wav,5.044249,0.666667,6.000000,1000-12000
MUSIC,projector,1,bubble 19 5000Hz .wav,0.516697,-0.416667,0.694444,1000-12000
MUSIC_CSDM,projector,1,bubble 19 5000Hz .wav,5.044249,0.666667,6.000000,1000-12000
CBF,projector,1,bubble 20 5000Hz .wav,0.755637,0.444444,0.388889,1000-12000
MVDR,projector,1,bubble 20 5000Hz .wav,5.047995,0.694444,6.000000,1000-12000
MUSIC,projector,1,bubble 20 5000Hz .wav,1.160034,0.333333,2.111111,1000-12000
MUSIC_CSDM,projector,1,bubble 20 5000Hz .wav,5.044249,0.666667,6.000000,1000-12000
CBF,projector,2,bubble 07 5000Hz .wav,1.907789,0.527778,0.166667,1000-12000
MVDR,projector,2,bubble 07 5000Hz .wav,1.619709,-1.388889,1.166667,1000-12000
MUSIC,projector,2,bubble 07 5000Hz .wav,0.039284,0.027778,2.027778,1000-12000
MUSIC_CSDM,projector,2,bubble 07 5000Hz .wav,1.750220,0.027778,0.250000,1000-12000
CBF,projector,3,bubble 01 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 01 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 01 5000Hz .wav,2.708725,2.638889,3.611111,1000-12000
MUSIC_CSDM,projector,3,bubble 01 5000Hz .wav,0.527778,0.000000,2.472222,1000-12000
CBF,projector,3,bubble 02 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 02 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 02 5000Hz .wav,2.588108,2.527778,3.555556,1000-12000
MUSIC_CSDM,projector,3,bubble 02 5000Hz .wav,0.916667,0.000000,2.083333,1000-12000
CBF,projector,3,bubble 03 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 03 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 03 5000Hz .wav,3.341772,1.472222,6.000000,1000-12000
MUSIC_CSDM,projector,3,bubble 03 5000Hz .wav,0.555556,0.000000,2.444444,1000-12000
CBF,projector,3,bubble 04 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 04 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 04 5000Hz .wav,1.571839,1.138889,1.916667,1000-12000
MUSIC_CSDM,projector,3,bubble 04 5000Hz .wav,0.527778,0.000000,2.472222,1000-12000
CBF,projector,3,bubble 05 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 05 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 05 5000Hz .wav,1.483708,1.166667,3.916667,1000-12000
MUSIC_CSDM,projector,3,bubble 05 5000Hz .wav,0.555556,0.000000,2.444444,1000-12000
CBF,projector,3,bubble 06 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 06 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 06 5000Hz .wav,2.648229,0.222222,0.361111,1000-12000
MUSIC_CSDM,projector,3,bubble 06 5000Hz .wav,0.472222,0.000000,2.527778,1000-12000
CBF,projector,3,bubble 07 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 07 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 07 5000Hz .wav,2.709152,2.388889,4.277778,1000-12000
MUSIC_CSDM,projector,3,bubble 07 5000Hz .wav,0.639492,0.027778,2.361111,1000-12000
CBF,projector,3,bubble 08 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 08 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 08 5000Hz .wav,1.028153,0.027778,4.027778,1000-12000
MUSIC_CSDM,projector,3,bubble 08 5000Hz .wav,0.444444,0.000000,2.555556,1000-12000
CBF,projector,3,bubble 09 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 09 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 09 5000Hz .wav,1.922294,1.166667,4.527778,1000-12000
MUSIC_CSDM,projector,3,bubble 09 5000Hz .wav,0.473039,0.027778,2.527778,1000-12000
CBF,projector,3,bubble 10 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 10 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 10 5000Hz .wav,1.408199,1.305556,3.527778,1000-12000
MUSIC_CSDM,projector,3,bubble 10 5000Hz .wav,0.500000,0.000000,2.500000,1000-12000
CBF,projector,3,bubble 11 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 11 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 11 5000Hz .wav,2.489639,1.444444,5.027778,1000-12000
MUSIC_CSDM,projector,3,bubble 11 5000Hz .wav,0.583994,0.027778,2.416667,1000-12000
CBF,projector,3,bubble 12 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 12 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 12 5000Hz .wav,1.294874,-0.500000,1.805556,1000-12000
MUSIC_CSDM,projector,3,bubble 12 5000Hz .wav,0.528508,0.027778,2.472222,1000-12000
CBF,projector,3,bubble 13 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 13 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 13 5000Hz .wav,1.343710,1.166667,3.666667,1000-12000
MUSIC_CSDM,projector,3,bubble 13 5000Hz .wav,0.473039,0.027778,2.527778,1000-12000
CBF,projector,3,bubble 14 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 14 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 14 5000Hz .wav,0.794464,-0.638889,3.472222,1000-12000
MUSIC_CSDM,projector,3,bubble 14 5000Hz .wav,0.473039,0.027778,2.527778,1000-12000
CBF,projector,3,bubble 15 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 15 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 15 5000Hz .wav,1.383880,1.083333,3.861111,1000-12000
MUSIC_CSDM,projector,3,bubble 15 5000Hz .wav,0.473039,0.027778,2.527778,1000-12000
CBF,projector,3,bubble 16 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 16 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 16 5000Hz .wav,1.493298,1.416667,2.527778,1000-12000
MUSIC_CSDM,projector,3,bubble 16 5000Hz .wav,0.473039,0.027778,2.527778,1000-12000
CBF,projector,3,bubble 17 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 17 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 17 5000Hz .wav,0.747940,-0.638889,3.388889,1000-12000
MUSIC_CSDM,projector,3,bubble 17 5000Hz .wav,0.528508,0.027778,2.472222,1000-12000
CBF,projector,3,bubble 18 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 18 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 18 5000Hz .wav,0.950146,-0.750000,2.416667,1000-12000
MUSIC_CSDM,projector,3,bubble 18 5000Hz .wav,0.528508,0.027778,2.472222,1000-12000
CBF,projector,3,bubble 19 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 19 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 19 5000Hz .wav,2.648229,0.222222,0.361111,1000-12000
MUSIC_CSDM,projector,3,bubble 19 5000Hz .wav,0.500771,0.027778,2.500000,1000-12000
CBF,projector,3,bubble 20 5000Hz .wav,0.638889,0.000000,3.638889,1000-12000
MVDR,projector,3,bubble 20 5000Hz .wav,0.194444,0.000000,2.805556,1000-12000
MUSIC,projector,3,bubble 20 5000Hz .wav,0.248452,0.222222,3.111111,1000-12000
MUSIC_CSDM,projector,3,bubble 20 5000Hz .wav,0.473039,0.027778,2.527778,1000-12000
CBF,projector,1,bubble 01 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 01 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 01 7000Hz .wav,4.822545,1.500000,5.583333,1000-12000
MUSIC_CSDM,projector,1,bubble 01 7000Hz .wav,0.087841,-0.027778,1.083333,1000-12000
CBF,projector,1,bubble 02 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 02 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 02 7000Hz .wav,1.142947,-1.027778,0.500000,1000-12000
MUSIC_CSDM,projector,1,bubble 02 7000Hz .wav,5.001234,-0.111111,6.000000,1000-12000
CBF,projector,1,bubble 03 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 03 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 03 7000Hz .wav,1.374930,0.194444,2.361111,1000-12000
MUSIC_CSDM,projector,1,bubble 03 7000Hz .wav,0.062113,-0.027778,1.055556,1000-12000
CBF,projector,1,bubble 04 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 04 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 04 7000Hz .wav,5.212239,1.472222,6.000000,1000-12000
MUSIC_CSDM,projector,1,bubble 04 7000Hz .wav,5.001234,-0.111111,6.000000,1000-12000
CBF,projector,1,bubble 05 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 05 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 05 7000Hz .wav,0.747424,0.500000,0.444444,1000-12000
MUSIC_CSDM,projector,1,bubble 05 7000Hz .wav,5.001234,-0.111111,6.000000,1000-12000
CBF,projector,1,bubble 06 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 06 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 06 7000Hz .wav,0.850290,0.527778,1.666667,1000-12000
MUSIC_CSDM,projector,1,bubble 06 7000Hz .wav,3.926505,0.277778,4.916667,1000-12000
CBF,projector,1,bubble 07 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 07 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 07 7000Hz .wav,0.850290,0.527778,1.666667,1000-12000
MUSIC_CSDM,projector,1,bubble 07 7000Hz .wav,5.001234,-0.111111,6.000000,1000-12000
CBF,projector,1,bubble 08 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 08 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 08 7000Hz .wav,2.000771,-2.000000,0.944444,1000-12000
MUSIC_CSDM,projector,1,bubble 08 7000Hz .wav,5.000694,-0.083333,6.000000,1000-12000
CBF,projector,1,bubble 09 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 09 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 09 7000Hz .wav,1.404633,1.277778,1.583333,1000-12000
MUSIC_CSDM,projector,1,bubble 09 7000Hz .wav,5.000694,-0.083333,6.000000,1000-12000
CBF,projector,1,bubble 10 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 10 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 10 7000Hz .wav,0.852103,0.277778,0.194444,1000-12000
MUSIC_CSDM,projector,1,bubble 10 7000Hz .wav,5.000694,-0.083333,6.000000,1000-12000
CBF,projector,1,bubble 11 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 11 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 11 7000Hz .wav,5.565547,-2.444444,6.000000,1000-12000
MUSIC_CSDM,projector,1,bubble 11 7000Hz .wav,5.000694,-0.083333,6.000000,1000-12000
CBF,projector,1,bubble 12 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 12 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 12 7000Hz .wav,2.048788,-2.000000,1.444444,1000-12000
MUSIC_CSDM,projector,1,bubble 12 7000Hz .wav,5.000694,-0.083333,6.000000,1000-12000
CBF,projector,1,bubble 13 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 13 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 13 7000Hz .wav,2.173067,0.166667,3.166667,1000-12000
MUSIC_CSDM,projector,1,bubble 13 7000Hz .wav,5.000694,-0.083333,6.000000,1000-12000
CBF,projector,1,bubble 14 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 14 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 14 7000Hz .wav,5.000694,-0.083333,6.000000,1000-12000
MUSIC_CSDM,projector,1,bubble 14 7000Hz .wav,5.000694,-0.083333,6.000000,1000-12000
CBF,projector,1,bubble 15 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 15 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 15 7000Hz .wav,5.306646,1.777778,6.000000,1000-12000
MUSIC_CSDM,projector,1,bubble 15 7000Hz .wav,5.000309,-0.055556,6.000000,1000-12000
CBF,projector,1,bubble 16 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 16 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 16 7000Hz .wav,5.001234,-0.111111,6.000000,1000-12000
MUSIC_CSDM,projector,1,bubble 16 7000Hz .wav,5.000309,-0.055556,6.000000,1000-12000
CBF,projector,1,bubble 17 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 17 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 17 7000Hz .wav,3.612073,-0.083333,4.611111,1000-12000
MUSIC_CSDM,projector,1,bubble 17 7000Hz .wav,5.000309,-0.055556,6.000000,1000-12000
CBF,projector,1,bubble 18 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 18 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 18 7000Hz .wav,2.473626,-0.083333,3.472222,1000-12000
MUSIC_CSDM,projector,1,bubble 18 7000Hz .wav,5.000309,-0.055556,6.000000,1000-12000
CBF,projector,1,bubble 19 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 19 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 19 7000Hz .wav,3.500992,-0.083333,4.500000,1000-12000
MUSIC_CSDM,projector,1,bubble 19 7000Hz .wav,5.000309,-0.055556,6.000000,1000-12000
CBF,projector,1,bubble 20 7000Hz .wav,4.250000,0.000000,5.250000,1000-12000
MVDR,projector,1,bubble 20 7000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC,projector,1,bubble 20 7000Hz .wav,1.666898,-0.027778,2.666667,1000-12000
MUSIC_CSDM,projector,1,bubble 20 7000Hz .wav,5.000309,-0.055556,6.000000,1000-12000
CBF,projector,2,bubble 13 7000Hz .wav,0.931695,0.166667,2.916667,1000-12000
MVDR,projector,2,bubble 13 7000Hz .wav,2.188635,-0.888889,0.000000,1000-12000
MUSIC,projector,2,bubble 13 7000Hz .wav,0.583994,-0.027778,1.416667,1000-12000
MUSIC_CSDM,projector,2,bubble 13 7000Hz .wav,1.114232,-0.083333,3.111111,1000-12000
CBF,projector,3,bubble 06 7000Hz .wav,0.611111,0.000000,2.388889,1000-12000
MVDR,projector,3,bubble 06 7000Hz .wav,0.473039,-0.027778,2.527778,1000-12000
MUSIC,projector,3,bubble 06 7000Hz .wav,1.442306,0.388889,1.611111,1000-12000
MUSIC_CSDM,projector,3,bubble 06 7000Hz .wav,1.944444,0.000000,1.055556,1000-12000
CBF,projector,1,bubble 01 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 01 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 01 9000Hz .wav,0.995747,0.916667,0.611111,1000-12000
MUSIC_CSDM,projector,1,bubble 01 9000Hz .wav,0.917087,-0.027778,1.916667,1000-12000
CBF,projector,1,bubble 02 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 02 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 02 9000Hz .wav,2.706018,0.805556,3.583333,1000-12000
MUSIC_CSDM,projector,1,bubble 02 9000Hz .wav,1.000386,-0.027778,2.000000,1000-12000
CBF,projector,1,bubble 03 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 03 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 03 9000Hz .wav,1.727814,1.722222,1.138889,1000-12000
MUSIC_CSDM,projector,1,bubble 03 9000Hz .wav,0.889323,-0.027778,1.888889,1000-12000
CBF,projector,1,bubble 04 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 04 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 04 9000Hz .wav,2.820915,-2.555556,2.194444,1000-12000
MUSIC_CSDM,projector,1,bubble 04 9000Hz .wav,1.000386,-0.027778,2.000000,1000-12000
CBF,projector,1,bubble 05 9000Hz .wav,2.222222,0.000000,3.222222,1000-12000
MVDR,projector,1,bubble 05 9000Hz .wav,0.087841,-0.027778,0.916667,1000-12000
MUSIC,projector,1,bubble 05 9000Hz .wav,0.141639,-0.027778,0.861111,1000-12000
MUSIC_CSDM,projector,1,bubble 05 9000Hz .wav,0.445312,-0.027778,0.555556,1000-12000
